time;sender;message;receiver
169795.1;SC; That's correct. Okay, and then we'll do...;CMP
169799.1;CMP; There isn't much else they could give me, is there, Ken?;SC
169803.1;SC;"No, not very much. How about IMU powerup according to the G&amp;C checklist, G/2-1. [Long pause.]";CMP
169825.1;CMP;"Okay. Perform IMU powerup per G&amp;C checklist, page 2-1.";SC
169833.1;SC;That's correct. And while you are there, you can do the optics powerup on G/2-3. [Long pause.];CMP
169856.1;CMP;Perform the optics powerup per page 2-3.;SC
169860.1;SC;"That's correct; and on panel 229: circuit breaker Timers, Main A, Closed. [Long pause.]";CMP
169881.1;CMP;Okay. Panel 229: CB Timer, Main A, Closed.;SC
169887.1;SC; That's correct. And the next thing you will do will be to set the mission timer and what we've done is to only turn on the mission timer on the MDC. And you'll probably have to wait here until they get through with the uplink so you can have the computer.;CMP
169905.1;CMP; Okay. Set it from the CMC, huh?;SC
169908.1;SC; That's affirm. Okay. Now, we are getting ready to start the alignment sequence, and are you familiar with the general sequence of events we're going to use, Jack?;CMP
169924.1;CMP;" How do you mean? We are going to make an alignment on the Moon and on the Sun; other than that - I didn't get any - I wasn't on the headset when the general information was passed up, so if there was any more than that, I didn't get it.";SC
169940.1;SC;"Okay. Basically, that is correct. Let me just run through it hand-waving type for a minute, and then I'll read you the steps. I think it will make more sense. The scheme is that the LM can fly to a set of ball angles that will point your optics at the Moon. Now, at any time, in any attitude that we happen to be at, if you can look in the telescope and recognize star patterns sufficient that you believe you can make an alignment all on your own, that's the place we'd like to break off and let you go ahead and take over with your own alignment. However, we are giving you a procedure which will give you things we know you can see in the telescope without worrying about any reflections or anything of that nature, and it's not intended that this procedure has to be followed past the point where you know you've got good definition of star patterns in your telescope. If you need to go on, we'll maneuver, take a look at the Moon, we'll take a mark there, and then we'll maneuver with the LM/FDAI angles again and take a look at the Sun, and get yourself another mark on the Sun and that will complete the alignment. Now, the alignment scheme is that we are going to give you a set of angles that you can coarse align the ball through when the LM is pointing you at the Moon. Now, this set of angles will agree with the REFSMMAT that you have in as a nominal REFSMMAT in your CMC. You can coarse align to that, set a drift flag and REFSMMAT flag, and you'll have a good platform and we'll be within a couple of degrees of a good alignment. And, if we have to, we could break off at this point and go ahead with an entry; however, in an attempt to get a good platform, we are going to have you then do a P52 option 1, and what you are going to find in the option 1 slots is the entry REFSMMAT. You'll come up with the Noun 22 values, and we intend to go ahead and coarse align the ball to the entry REFSMMAT attitude, and then we'll go ahead and take marks through a normal P52 sequence. So that's the general scheme that we are going to use. If you think you have a handle on that, I will go ahead and read you the steps.";CMP
170086.1;CMP;Okay. Well, let me ask a question. The LM maneuvers to a set of Moon-viewing angles. Okay, at this time, I am going to do a P52, is that right? With the planet option?;SC
170104.1;SC;The first thing we are going to do is to coarse align the platform and get it inertial, based on the REFSMMAT that you have in the present slot inside the CMC. We'll then go - and do a P52, option 4 - Correction, option 1.;CMP
170123.1;CMP;Okay - That's after the LM gets established at the attitude. Jim says I'm here at the Moon-viewing attitude, I do a Verb 41 Noun 20 to the set of angles that you're going to give me in the PAD.;SC
170135.1;SC; That's affirmative...;CMP
170136.1;CMP;And then I enter the P52.;SC
170138.1;SC; That's correct.;CMP
170139.1;CMP;Okay. Then I enter the P52 and that's an option 3, right?;SC
170146.1;SC;The P52 will be done as an option 1. The only reason you have the other REFSMMAT inside the computer is that in order to set the REFSMMAT flag, you need some relative orientation.;CMP
170157.1;CMP;Okay. I see. I do a P52 option 1, and when do I set the REFSMMAT flag and the drift flag?;SC
170168.1;SC;That will be before entering P52. I am going to give you this procedure in detail.;CMP
170173.1;CMP; Okay. All right. Let's go at it. Maybe it'll all fall out and I won't have any questions. Go ahead.;SC
170180.1;SC;Okay. I'm ready to start reading again. We start with a Verb 41 Noun 20. [Long pause.];CMP
170203.1;CMP;Okay. When the LM is in the Moon-viewing attitude, I do a Verb 41 Noun 20, Enter.;SC
170209.1;SC;"That's right. And you'll put in the attitudes that you'll get from one of the PADs, and this will be for the coarse align angles when the LM is at the Moon-viewing attitude. Then when they're all squared away, I tell you they have the right attitude; we then pick up again with a Verb 40 Noun 20, Enter. [Long pause.]";CMP
170240.1;CMP;Okay. Verb 40 Noun 20, Enter when Moon is - the LM is satisfied that they're at the Moon-viewing attitude.;SC
170248.1;SC;"That's correct. Now we're going to set the REFSMMAT and drift flags according to the G&amp;C checklist, page G/7-1, steps 3 and 4. [Pause.]";CMP
170270.1;CMP;"Okay. Set the REFSMMAT flag for G&amp;C 7-1, steps 3 and 4.";SC
170275.1;SC;"That's correct. Now Verb 37, Enter; 52, Enter; option 1. [Pause.]";CMP
170288.1;CMP;"Verb 37, Enter; 52, Enter; option 1.";SC
170291.1;SC; That's correct. And we'll do the coarse align. [Pause.];CMP
170304.1;CMP; Okay. Perform the coarse align function.;SC
170308.1;SC; Okay. Now when it gets back to the mark routines, we want to take a mark on the Moon. [Pause.];CMP
170321.1;CMP; Okay. Mark on the Moon with the crosshairs in the center. Is that right?;SC
170325.1;SC;" That's affirmative. Okay. When that's complete, the LM will maneuver to the Sun-viewing angle for attitude. And when they get there, you take a mark on the Sun using the Sun filter and the telescope; and, again, we're marking on the center.";CMP
170354.1;CMP; Okay. Now, let me ask you a question. Is the first mark on the Moon made with the - are all these made with the telescope and not the sextant?;SC
170364.1;SC;" If - I'm not sure right offhand what the angular size of the Moon is, Jack. If you can get it in the sextant; that's the best thing to do, but you may have to go into the telescope in order to define the center. Either one's acceptable.";CMP
170379.1;CMP; Okay. If I can define the center through the sextant, do it that way. And if I can't, use the telescope.;SC
170385.1;SC; That's affirmed. We know you're going to use the telescope on the Sun. [Pause.];CMP
170398.1;SC; Okay. You ready to press on?;CMP
170404.1;CMP; I'm ready.;SC
170405.1;SC; Okay. Just reminded we owe somebody a Bat B voltage.;CMP
170412.1;CMP; Okay, another volts and amps coming up.;SC
170415.1;SC;All right. Thank you. And this left us in P52 with two marks, and we'll go ahead and torque the Noun 93s. [Long pause.];CMP
170438.1;CMP;Okay. [Garbled] torque the Noun 93s, after the two marks.;SC
170443.1;SC; Okay. So that gives us a good platform. Now the LM will maneuver to the jettison attitude, and the only thing of significance here is that you want to watch to make sure that the path they choose to go to the jettison attitude avoids gimbal lock on your own platform. [Long pause.];CMP
170473.1;CMP; Okay. The LM maneuvers to the jettison attitude and I just monitor the maneuver and yell at Jim if he gets near a gimbal lock.;SC
170481.1;SC; That's affirmed. Okay, and then the LM will go to a Max dead band attitude hold in the jettison attitude. [Long pause.];CMP
170499.1;SC; Okay. The LM goes to Max dead band attitude hold.;CMP
170504.1;SC; Okay. Now we're ready to go back to work. The next thing we'll do is to continue to powerup procedures. Do you have any further questions on that alignment, Jack?;CMP
170513.1;CMP; No. No. I think - I think it's all self-explanatory now.;SC
170518.1;SC;" Okay. The one thing that everybody would like for you to understand is we certainly don't insist on using the Moon and the Earth; if you find you have good stars, why use them. However, this alignment is more than adequate to give us a good guided entry.";CMP
170535.1;CMP;Okay. If I get a set of good stars, do I start right out to a basic P51 and a P52 option 1?;SC
170545.1;SC; That's affirmative.;CMP
170548.1;CMP; Okay.;SC
170550.1;SC;Okay. Now, we're ready to go to work on panel 275. And it starts with a circuit breaker Main A...;CMP
170556.1;CMP; Wait - wait just a minute. Wait just a minute. I owe you some volts and amps.;SC
170561.1;SC; Okay. All right.;CMP
170564.1;CMP;Okay. Volts are 39.4, amps, 1.25.;SC
170570.1;SC; Okay. I thought maybe your meter was stuck before.;CMP
170575.1;CMP; No. [Laughter.];SC
170579.1;SC;All right. You ready to go back to 275? Have a circuit breaker Main A, Bat Bus A, Closed. [Long pause.];CMP
170597.1;CMP; CB Main A, Bat Bus A, Closed.;SC
170600.1;SC; That's correct. And circuit breaker Main B, Bat C, Closed. [Pause.];CMP
170612.1;CMP; CB Main Baker, Bat Charlie, Closed.;SC
170615.1;SC;Okay. That's correct. Now we're up to EI minus 1 plus 30. And at this time, we're going to proceed with the closeout and hatch installation. [Long pause.];CMP
170645.1;CMP;Okay. Closeout and hatch installation at EI minus 01:30.;SC
170650.1;SC; That's right, Jack, and we're going to close the LM hatch, and we'll make the dump valve in the LM hatch closed.;CMP
170666.1;CMP; Understand you're going to close the dump valve, now on the LM hatch, right?;SC
170671.1;SC; That's correct.;CMP
170672.1;CMP; Okay. This is a change from what we had understood previously.;SC
170676.1;SC; That's correct.;CMP
170678.1;CMP; I'm - Personally, I'm happy to see it, but that's good.;SC
170681.1;SC;" Okay. That's one vote on your side. Okay; and we're going to go ahead and do the - use the decal to perform the hatch installation, and we'll start on the hatch integrity check. [Long pause.]";CMP
170714.1;CMP;" Okay. Per the decal, perform the hatch installation and start on the hatch integrity check.	";SC
170724.1;SC; That's correct.;CMP
170728.1;CMP; Okay, Ken. One thing I think that - I don't know whether anybody - the decal don't take into account the fact that we still have the umbilicals connected. At what point in time should they be removed?;SC
170745.1;SC; Okay, Jack. That doesn't matter. We're going to be separating the tunnel upstream of those umbilicals, and you can leave them right there. [Pause.];CMP
170759.1;CMP;Okay. Does it make any difference if we disengage - the LM - We have pulled the circuit breakers LM Power-1 and -2, so if we choose to disconnect these umbilicals, there's no harm, right?;SC
170776.1;SC; That's right. No sweat. John Aaron's just saying that they may be hot. He's checking on it, so how about holding a decision on that and let me come back to you?;CMP
170789.1;CMP; Okay.;SC
170794.1;SC;Okay. And let me tell you what we're going to do since we told you a different story this afternoon on this tunnel. We're actually going to vent the tunnel down so that we end up with about 1Â½ to 2 psi absolute in the tunnel. And this will give us a Delta-P of 3. So we'll do our hatch integrity check at the same time we're venting the tunnel down.;CMP
170819.1;CMP; Okay. It sounds good.;SC
170821.1;SC; Okay. Now let me give you some plumbing switches here. Let's take the Surge Tank Oxygen valve to On. [Long pause.];CMP
170840.1;CMP;Surge Tank O<sub>2</sub> to On.;SC
170843.1;SC; All right. Take the Main Regs, two, Open. [Pause.];CMP
170854.1;CMP; Main Regs, two, to Open.;SC
170857.1;SC; Okay. And the Water And Glycol Tank Pressure, the Pressure valve and the Relief valve to Both. [Long pause.];CMP
170875.1;CMP; Okay, Water And Glycol Tanks Pressure and Relief valve to Both.;SC
170881.1;SC; That's correct. And Emergency Cabin Pressure valve to Both. [Long pause.];CMP
170895.1;CMP; Emergency Cabin Pressure to Both.;SC
170898.1;SC;" That's correct; and the Suit Demand Regs to Both. [Pause.]";CMP
170910.1;CMP; Suit Demand Regs to Both.;SC
170913.1;SC;That's correct. Okay, now we're going to panel 5: circuit breaker ECS Transducers, Pressure Group 1 and 2, Main A and Main B. That's four circuit breakers, Closed. [Long pause.];CMP
170941.1;CMP;ECS Transducers, Group 1 and 2, Main A and Main B, four, to Close.;SC
170947.1;SC; That's correct. Okay, now. Circuit breaker ECS Transducer, Temperature, Main A and Main B, that's two of them, Closed. [Pause.];CMP
170966.1;CMP; CB ECS Transducer, Temperature, Main A and Main B, Closed.;SC
170972.1;SC;That's correct. On panel 4: Primary ECS Glycol Pumps, one, to AC 1. [Pause.];CMP
170988.1;CMP;Primary ECS Glycol Pumps to 1, AC1.;SC
170992.1;SC;That's correct. Okay, then we'll finish going back to the tunnel vent, and verify the LM/CM Delta-P and make sure it's been holding pressure. And we'll come back again and rehash all of the hatch integrity check and tunnel vent procedures with you. The next thing I want to read off is the EI minus 1 plus 20. We'll go to panel 7: BMAG number 1 Power to Warm Up. [Pause.];CMP
171046.1;CMP;BMAG number 1 Power to Warm Up.;SC
171050.1;SC;That's correct. Then at EI minus 1 plus 10, we'll perform SCS powerup per checklist, page G/2-4. [Pause.];CMP
171070.1;CMP;"Okay. Perform SCS powerup per G&amp;C checklist, page 2-4.";SC
171077.1;SC;That's correct. Okay, on panel 4: Suit Compressor Number 2 to AC1. [Pause.];CMP
171093.1;CMP;Suit Compressor 2 to AC1.;SC
171096.1;SC; That's correct. Spacecraft Control to SCS. [Long pause.];CMP
171115.1;CMP; Spacecraft Control to SCS.;SC
171118.1;SC; Okay. And your Manual Attitude switches, as you desire. We're coming up on jettison of the LM, so that's just like separation.;CMP
171137.1;CMP; Okay.;SC
171139.1;SC; Okay. And we'll do a GDC align. [Long pause.];CMP
171156.1;CMP; Okay. Perform a GDC align.;SC
171158.1;SC;Okay. On panel 8: Rotation Control Power, Direct, 1 and 2, Main A/Main B. [Long pause.];CMP
171184.1;CMP;Okay. These are circuit breakers, Rotation Control Power, Direct, 1 and 2, Main A and Main B, Closed? [Pause.];SC
171197.1;SC; Okay, Jack. I wasn't thinking switch. Let me verify that's a circuit breaker, too. I think we have to get both of them.;CMP
171207.1;CMP;Okay, there's those four circuit breakers over there, Ken. When you said panel 8, that's what I thought you were talking about. I don't think the circuit breakers are out right now, but why don't we just put - verify the circuit breakers and put the switches to Main A/Main B.;SC
171232.1;SC;"Okay, that's correct, Jack. Okay, at EI minus 1 hour, we're going to be doing the LM jettison; so just prior to that, we want to do a P47. [Pause.]";CMP
171262.1;CMP;Okay, say at about 1 minute prior to LM jettison, huh?;SC
171270.1;SC; Yes, just something that's comfortable for you. [Pause.];CMP
171282.1;CMP; Okay.;SC
171283.1;SC;All right, after we've done that, we want to get panel 8, Sequential, Pyro Arm, two of them, On. [Long pause.];CMP
171300.1;CMP; Okay. I get a Go fron MSFN for this?;SC
171307.1;SC; Okay, John says we can watch it. [Pause.];CMP
171318.1;CMP; Okay.;SC
171319.1;SC;" All right; the next thing is CSM/LM Final Sep, two of them, On, up. [Long pause.]";CMP
171334.1;CMP; CSM/LM Final Sep, two, On.;SC
171337.1;SC;That's correct. Now we're going back to panel 8, and it's Sequential, Pyro Arm, two of them, to Safe. [Long pause.];CMP
171363.1;CMP; Okay. Seq Pyro Arm, two, to Safe.;SC
171366.1;SC;That's correct, and go back to P00. [Pause.];CMP
171377.1;CMP;Okay. Go to P00.;SC
171379.1;SC; All right. And now it's time to configure for single ring. [Long pause.];CMP
171395.1;CMP; Okay. Configure for single ring RCS.;SC
171398.1;SC; That's right, and since you're still an hour from EI, I guess it wouldn't hurt to use Minimum Impulse or something like that rather than the DAP, at least not until you get closer down. We'll have the DAP loads for you later. [Long pause.];CMP
171420.1;CMP; [Garbled] - Okay.;SC
171421.1;SC; Okay. And as soon as you've gotten yourself all set up with a good control mode, you want to maneuver to the entry attitude. [Pause.];CMP
171440.1;CMP; Maneuver to entry attitude per the PAD.;SC
171442.1;SC;That's correct. And we show EI minus 55, which really means when you get to the entry attitude, we have a sextant star check for you. And that will be on the PAD. [Pause.];CMP
171466.1;CMP; Okay. Perform a sextant star check.;SC
171469.1;SC;Okay. And I want to remind you to park the optics at 90 degrees of shaft. [Pause.];CMP
171475.1;CMP; Okay. Say again why, Ken. I didn't understand that.;SC
171486.1;SC;Okay, this is just a precaution, Jack. If we park the optics with a 90-degree shaft angle, that will line up the slits so it gives you the best airflow over that part of the heat shield and avoids a hot spot. If you don't remember it, I don't think it makes much difference. It's just good procedure.;CMP
171507.1;CMP; Okay.;SC
171510.1;SC; Okay. And after you've got it parked wherever you want it, well, turn the Optics Power Off and stow the optics. [Long pause.];CMP
171529.1;CMP;" Okay. Optics Power, Off; stow the optics.";SC
171532.1;SC;Okay, that's good, Okay. The next thing we'll do is to initialize the EMS and that's on entry checklist page 2-1, step number 2. [Pause.];CMP
171555.1;CMP;Okay, perform EMS initialization per entry checklist page 2-1, step 2.;SC
171561.1;SC;Okay, that's correct. Now we're coming up on EI minus 45 minutes, and we'll give you an entry PAD and a final state vector. [Long pause.];CMP
171587.1;CMP;Okay, at minus 45, entry PAD and final state vector from MSFN.;SC
171592.1;SC;" Okay. Now we're going to perform what we call the Moon check. Rather than go into detail, if you already know what we're doing just say so; otherwise, I'll describe the use of the Moon-attitude set. [Pause.]";CMP
171613.1;CMP; Maybe you better describe it.;SC
171616.1;SC;"Okay, Jack. You remember everybody in the past has commented on seeing Moonset just a couple minutes prior to EI, and your horizon will probably be dark at the time that you get there; you're having an early morning entry; and coming in from the west, you'll still be looking at a dark horizon. So, just as a backup technique, just like you would track the horizon, we're going to give you an attitude which will be on the PAD so that you can look directly at the Moon. This is an inertial attitude; it won't be changing, and you'll put the 36-degree window line on the Moon, and then just sit there and watch it. And just prior to EI, the Earth will come up and occult it, and you will then have a good horizon check. And I have some times, and I'll give you that later. And if you just look at this thing now, at that point you can set the GDC or whatever you desire. And you will have a known attitude reference. It's just like a horizon check. [Pause.]";CMP
171682.1;CMP;"Okay, I maneuver to the Moon check attitude; at which time I put the 36 window line on the Moon, and just prior to EI, the Earth will occult the Moon.";SC
171698.1;SC;" That's correct. And that corresponds to the same inertial attitude that you'd have on the back of your entry card where it shows the horizon attitude several minutes prior to EI; it's the same thing.";CMP
171716.1;CMP;Yes, that's that one at 17 minutes prior. Okay.;SC
171719.1;SC;"Okay, and we're just getting it in a little closer. Okay, the next item on the check - checklist here is an EI minus 40; we're going to panel 7, and it's BMAG Number 2 Power to Warm Up. [Long pause.]";CMP
171744.1;CMP;Okay, panel 7: BMAG Number 2 Power to Warm Up.;SC
171747.1;SC; That's correct. Now, I'd like to verify the Surge Tank and Repress Packages are On.  [Long pause.];CMP
171768.1;CMP; Verify Surge Tank and Repress Package are On.;SC
171771.1;SC;"That's correct. On panel 5: circuit breaker Environmental - Control System; Waste Water/Urine Dump Heater, two of them, Closed. [Long pause.]";CMP
171799.1;CMP;Panel 5: CB ECS, Waste H<sub>2</sub>O/Urine Dump Heaters, two, to Close.;SC
171806.1;SC;That's correct. Suit Compressor number 2 to Off. [Long pause.];CMP
171822.1;CMP;Suit Compressor 2 to Off.;SC
171824.1;SC;"That's right, Jack, and what this - what we're planning to do in order to conserve power is we're going to run the suit compressor from an hour to this point at minus 40. And we'll be watching the PCO<sub>2</sub>; if that thing's working, we'll turn it off at the earliest time that we have a good cabin, and then we'll just leave it off. And in the event that the PCO<sub>2</sub> gauge isn't working properly or something like that, well, we'll just go ahead and run it for this time frame.";CMP
171855.1;CMP; Okay, that sounds good.;SC
171858.1;SC;All right. Now we're at EI minus 30. Sequential, Logic, that's two of them, to On, up. [Pause.];CMP
171872.1;CMP;"EI minus 30; Seq, Logic, two, On.";SC
171876.1;SC;Okay, in panel 7: the BMAG number 2 Power to On. [Pause.];CMP
171888.1;CMP;Okay, we - you only gave that 10 minutes for the warmup, huh?;SC
171893.1;SC; That's okay.;CMP
171895.1;CMP; Okay.;SC
171897.1;SC; All right, and FDAI Power to Both. [Pause.];CMP
171908.1;CMP; FDAI Power to Both.;SC
171911.1;SC; Okay. And we want to activate the primary evaporator. [Long pause.];CMP
171929.1;CMP; Okay, activate the primary evaporator. All this time, Ken, what we've been getting our cooling? Right now, I think we have the radiators at Pull To Bypass.;SC
171938.1;SC;" That's correct. We started out that way, and we turned the glycol pumps on, and we're just circulating it internally. And we're counting on the Command Module being a heat sink; it's pretty cold soaked, and it looks like this is good enough. You got some relatively low heat loads...";CMP
171955.1;CMP; Okay.;SC
171956.1;SC; ...and we'll keep watching the temps, and if we need it, why we'll start the evaporator early.;CMP
171962.1;CMP; Okay, that sounds good.;SC
171964.1;SC; Do you believe it's cold up there?;CMP
171968.1;CMP; Yes, and we used to call the Command Module the bedroom and it's now the refrigerator.;SC
171973.1;SC;Okay, just don't call it the freezer. Okay. At about EI minus 19, we get back into the standard entry checklist on page 2-2, where it starts with P61. [Long pause.];CMP
171999.1;CMP;Okay, at EI minus 19, we get back into the entry checklist at page 2-2, where we start entering P61.;SC
172009.1;SC; Okay, Jack. Now that's the - those are the timeline notes I had for you. I hate to tell you this, but I also have a couple of corrections to make to the entry checklist. They aren't corrections, they just are pieces of the entry checklist which will correspond to what I've written - already read to you. And I'm ready to go on that whenever you are. And Vance tells me you can get into the descent water for drinking now.;CMP
172037.1;CMP; We can get into the descent water for drinking, huh?;SC
172040.1;SC; Aha.;CMP
172042.1;CMP; Sounds good.;SC
172043.1;CAPCOM; Hey, go to it.;CMP
172049.1;CMP; Jim would like to know whether the descent water will be good until LM jettison? [Long pause.];CAPCOM
172074.1;SC;Okay, Jack. Looks like we're going to go on the ascent tanks at 128:30. And it looks like...;CMP
172084.1;CMP; Okay, understand. We are going...;SC
172085.1;SC;" ...you have plenty of water. I'm sorry we cut each other out; say again.";CMP
172089.1;CMP;Okay, yes. I was going to say, understand we're going to go on the ascent tanks at 128:30.;SC
172095.1;SC;" That's right; based on the current rate, that's what they predict and you can go ahead and drink the water. No sweat.";CMP
172103.1;CMP;" Okay, real fine. And I've got the entry checklist out and I'm ready to copy; just give me the page.";SC
172109.1;SC; Okay.;CAPCOM
172111.1;CAPCOM; Jack, you're starting to sound like an LMP. [Pause.];SC
172119.1;CMP; I think I'm probably the only CMP that's ever witnessed an - a LM burn from inside the LM in - in space flight.;SC
172129.1;SC;(Laughter) I hope it stays that way. Okay, Jack, we're starting on page 1-1.;CMP
172136.1;CMP; Go ahead.;SC
172138.1;SC;"Okay, down in the middle of the page on line 9, we're just going to strike out the ""Activate VHF for Comm checks,"" and line 10, ""Verify the DSE."" We're going to leave the DSE Off, and that's to save power, as is the VHF activation.";CMP
172157.1;CMP; Okay.;SC
172160.1;SC;"Okay, on page 1-2. At minus 2 hours, there's a title ""Logic sequence"" check; and we're deleting that entire sequence; that's included in what I read up to you.";CMP
172178.1;CMP;Okay, delete the logic sequence check at minus 2 hours there.;SC
172184.1;SC;That's correct. And delete lines 23, 24, and 25. That means a maneuver to Supercirc entry attitude. Everything below that is deleted. [Long pause.];CMP
172208.1;CMP;Okay. Delete lines 23 through 28.;SC
172213.1;SC;That's correct. You got ahead of me. All right, on line 29 on page 1-3, we're going to put in a time of minus 00:55. That's the time we gave you for the boresight check.;CMP
172230.1;CMP; Okay...;SC
172231.1;SC; That's your sextant check, really. [Pause.];CMP
172240.1;CMP; Got that.;SC
172241.1;SC;"Okay, on the top of page 1-4; where it said ""1 hour and 15 minutes"" next to line 32, we're going to change that to ""Minus 2 hours and 30 minutes"".";CMP
172257.1;CMP;Okay, minus 02:30 opposite item 32.;SC
172260.1;SC;" Okay, down at the bottom of the EMS entry check right there where we are, the bottom line now reads, ""EMS Mode to Standby."" Well, just above that - like to remind you to put a remark, ""Do not initialize the range to go."" This is because you're going to come into the EMS entry check, you're going to run through all these things; then we're going to remove power from the EMS. And just didn't want you to get ahead of yourself and initialize the entry parameters, because you'll lose them when we power up. [Pause.]";CMP
172294.1;CMP; Okay.;SC
172295.1;SC;" And, after we go EMS Mode to Standby, like for you to add ""Circuit breaker EMS, two, to Open."" [Pause.]";CMP
172314.1;CMP;" Okay, ""CB EMS, two, to Open"".";SC
172316.1;SC;"That's correct. And we want to delete this ""Set up camera"" that's listed on the bottom of the page. We're deleting that for power reasons. That's line 33 Alpha.";CMP
172329.1;CMP; Okay, we're way ahead of you. We already got it stowed.;SC
172334.1;SC;"Okay. On the top of the next page where it says ""Secondary water EVAP,"" just keep in mind we don't plan to use the secondary evaporators unless the primary fails. On line 35 on page 1-5, next to ""Command Module RCS preheat,"" the time is now ""Minus 06:30."" [Pause.]";CMP
172369.1;CMP;"Okay, ""minus 06:30,"" and the voltage reading 3.9 still is good, right?";SC
172376.1;SC;"Okay, very good. Under ""Final stowage,"" the first thing that's listed on line 36, page 1-5, is ""Optics."" And if you want to get started on your stowage, we'd like to leave the optics out, because we'll have the star check coming up quite a bit after this. The rest of that stuff can be taken care of at your convenience. [Pause.]";CMP
172402.1;CMP; Okay.;SC
172403.1;SC;"All right, still on page 1-5, line 37; the time is now ""Minus 06:10."" [Pause.]";CMP
172418.1;CMP; Got that.;SC
172420.1;SC;Okay, and this is one time it looks like we might actually do the preheat, so that's the reason we want to make sure that we know that not more than 20 minutes of time on the preheat. We may not be able to watch it at that time because you aren't powered up. [Long pause.];CMP
172449.1;CMP;Okay. Either 20 minutes or until 3.9 volts DC.;SC
172453.1;SC;"That's correct, Jack. And now let's go to page 1-6. And about one-third of the way down, it shows ""Panel 275 CB Main A, Bat C, Closed,"" we want to strike off that line, the next two lines, and we're going to strike out ""Main A, Bat C, Closed; Main B, Bat C, Closed;"" and ""DC Indicator, Main B.""";CMP
172486.1;CMP;"Okay. After that step on panel 275, strike out ""CB Main A, Bat C; CB Main B, Bat C""; and ""DC Indicators to Main B"".";SC
172497.1;SC;"That's correct. Now under panel 8, it tells you to ""Close all circuit breakers except,"" and I have four additions. The first one is CB Service Module RCS Heaters, Quad Charlie, Main B, open. [Long pause.]";CMP
172525.1;CMP; Service Module RCS Heaters, Quad Charlie, Main Baker, open. ;SC
172530.1;SC; Okay. And the same thing for Service Module RCS Heater, Quad Delta, Main A, open. [Pause.];CMP
172546.1;CMP; Service Module RCS Heaters, Quad Delta, Main A, open.;SC
172550.1;SC; That's correct. And Circuit breaker EMS, that's two of them, open. [Long pause.];CMP
172569.1;CMP; CB EMS, two, to open.;SC
172571.1;SC; All right. And the last is the circuit breakers for SPS GAGING, four of them, open. [Long pause.];CMP
172589.1;CMP; SPS GAGING, four to open.;SC
172593.1;SC; Okay. And how about our readout on the battery and that charger?;CMP
172600.1;CMP; Okay, Bat's at volts and amps.;SC
172604.1;SC;"That's affirmed. And let's go back to page 1-6, line 41. Let's put in a time ""Minus 04:40"".";CMP
172615.1;CMP;Minus 04:40.;SC
172617.1;SC;"That's correct. On page 2-1, line number 2, put in a time of ""Minus 55 minutes"".";CMP
172639.1;CMP;Okay, minus 55 minutes.;SC
172642.1;SC;" Okay. And the first thing you want to do under ""EMS initialization,"" is circuit breakers EMS, that's two of them, to Close.";CMP
172656.1;CMP; Okay. CB EMS, two, to Close.;SC
172659.1;SC;"That's correct. All right. Line 4 or step 4, where it shows ""CM RCS check."" That occurs at minus 04:30. [Pause.]";CMP
172672.1;CMP;Okay. Minus 04:30.;SC
172675.1;SC;" All right. Under ""CM RCS checks,"" the fourth line down says ""Manual Attitude, three, to Minimum Impulse."" We'll have to use ""Accel Command"" and the reason for that, Jack, is we don't have the SPS powered up so there's no minimum impulse generator.";CMP
172694.1;CMP; Okay. Manual Attitude, three, to Accel Command.;SC
172697.1;SC;"That's correct. And on the same page 2-1, strike out the last three lines, starting with ""RCS transfer to Service Module."" [Pause.]";CMP
172712.1;CMP; Right. The last three lines are scratched out. We ain't got one of those things.;SC
172717.1;SC;That's correct. Okay, let's flip to page 2-2 and strike out the first two lines.;CMP
172726.1;CMP; Okay. Now wait a second. I need to give you volts and amps, Ken.;SC
172729.1;SC; All right. Go ahead.;CMP
172734.1;CMP;Okay. It's 39.6, 1.12.;SC
172740.1;SC;"Sounds like you're getting there. Okay. I believe we scratched out the first two lines on 2-2. Now, we're - right below that, it says ""Separation checklist."" So we're going to just delete that whole thing; it's included in the notes I gave you. [Pause.]";CMP
172765.1;CMP; Okay. It's included in the notations.;SC
172770.1;SC;"All right. Line number 7. It says ""Maneuver to horizon check attitude."" We're going to call this the ""Moon-check attitude"" and this is the one we discussed, Jack. The angle of 265 is not correct. I'll have one of those for you first thing in the morning.";CMP
172790.1;CMP; Okay.;SC
172791.1;SC;Okay. And at the bottom of the page, step number 1. That will be at EI minus 19 minutes, and we're off and running through a normal sequence of events. [Pause.];CMP
172807.1;CMP; Okay. That sounds good. Ken, I guess if you've read this thing - Is it a comfortable time line? Any areas where you had problems with?;SC
172817.1;SC; Jack, it is very comfortable. We've run it several times now and, in fact, it's being run right now, again. And we've run it both here at Houston and at the Cape. The only place where you might find that you need to stay ahead of things is during the platform-alignment period, when you're getting ready to close out the LM and then once you get into the Command Module and jettison the LM, why you're back on a very comfortable time. And, of course, we'll be watching and anything we can do, like keeping track of time for you, we'll remind you of that as we go along.;CAPCOM
172851.1;CMP; Hey, that would be good - that would be good, Ken.;SC
